Datetime,Adj Close,Close,High,Low,Open,Volume
2023-02-01 17:30:00+00:00,106.8300018,106.8300018,107,105.7450027,106.0100021,302470
2023-02-01 18:30:00+00:00,107.3799973,107.3799973,107.8600006,105.5999985,106.8499985,556323
2023-02-01 19:30:00+00:00,110.8897018,110.8897018,110.9440002,106.4100037,107.3695984,1224512
2023-02-01 20:30:00+00:00,110.4899979,110.4899979,111.6399994,110.2099991,110.8799973,1017454
2023-02-02 14:30:00+00:00,116.0101013,116.0101013,117.5899963,114.0299988,117.5899963,2184023
2023-02-02 15:30:00+00:00,116.1399994,116.1399994,116.7799988,115.2200012,116.0350037,950122
2023-02-02 16:30:00+00:00,114.5800018,114.5800018,116.2399979,114.1100006,116.1299973,839443
2023-02-02 17:30:00+00:00,115.4349976,115.4349976,115.4400024,114.3700027,114.6149979,500513
2023-02-02 18:30:00+00:00,114.5800018,114.5800018,116.0699997,114.5800018,115.4800034,485225
2023-02-02 19:30:00+00:00,114.4950027,114.4950027,115.2099991,113.9100037,114.5699997,874103
2023-02-02 20:30:00+00:00,115.9300003,115.9300003,116.1100006,114.3600006,114.5100021,896752
2023-02-03 14:30:00+00:00,115.6299973,115.6299973,116.5,113.4700012,113.8700027,992433
2023-02-03 15:30:00+00:00,116.6399994,116.6399994,116.8700027,115.2399979,115.6299973,534201
2023-02-03 16:30:00+00:00,117.1900024,117.1900024,117.3000031,115.8899994,116.7200012,436929
2023-02-03 17:30:00+00:00,115.5800018,115.5800018,117.4117966,115.1500015,117.2300034,420980
2023-02-03 18:30:00+00:00,114.3099976,114.3099976,115.4800034,113.8799973,115.4800034,361967
2023-02-03 19:30:00+00:00,114.4800034,114.4800034,114.5999985,113.165802,114.2799988,340407
2023-02-03 20:30:00+00:00,113.5599976,113.5599976,114.6100006,113.4599991,114.4800034,640821
2023-02-06 14:30:00+00:00,113.3199997,113.3199997,115.1200027,111.3099976,111.3899994,816016
2023-02-06 15:30:00+00:00,113.6949997,113.6949997,114.0699997,112.6200027,113.2300034,322251
2023-02-06 16:30:00+00:00,113.0800018,113.0800018,113.8199997,112.9300003,113.6949997,271205
2023-02-06 17:30:00+00:00,112.0320969,112.0320969,113.3499985,112.0299988,113.1100006,298203
2023-02-06 18:30:00+00:00,110.740097,110.740097,112.25,110.6900024,112.0449982,453018
2023-02-06 19:30:00+00:00,109.7399979,109.7399979,110.8499985,109.2799988,110.7699966,606525
2023-02-06 20:30:00+00:00,109.4400024,109.4400024,109.7699966,108.8249969,109.7525024,786420
2023-02-07 14:30:00+00:00,108.5,108.5,110.75,107.7600021,109.7350006,846320
2023-02-07 15:30:00+00:00,110.0090027,110.0090027,110.3125,108.3399963,108.5898972,309623
2023-02-07 16:30:00+00:00,110.0299988,110.0299988,110.9100037,109.8000031,109.9649963,340990
2023-02-07 17:30:00+00:00,110.9400024,110.9400024,113.2799988,109.9749985,110,611044
2023-02-07 18:30:00+00:00,112.4800034,112.4800034,112.8499985,110.0800018,110.8300018,488234
2023-02-07 19:30:00+00:00,114.3499985,114.3499985,114.4300003,112.3600006,112.5100021,535957
2023-02-07 20:30:00+00:00,114.5500031,114.5500031,115.0800018,113.9800034,114.3799973,628149
2023-02-08 14:30:00+00:00,117.4499969,117.4499969,119.1899033,115.1050034,118.3300018,1724806
2023-02-08 15:30:00+00:00,116.1500015,116.1500015,117.6900024,115.6299973,117.4100037,901802
2023-02-08 16:30:00+00:00,116.8099976,116.8099976,117.0199966,115.9599991,116.1500015,543186
2023-02-08 17:30:00+00:00,116.2057037,116.2057037,117.0699997,115.9100037,116.8399963,312310
2023-02-08 18:30:00+00:00,115.7699966,115.7699966,116.1949997,115.3799973,116.1699982,356908
2023-02-08 19:30:00+00:00,115.4850006,115.4850006,115.8300018,114.7600021,115.7900009,460570
2023-02-08 20:30:00+00:00,114.5100021,114.5100021,115.6650009,114.3899994,115.4599991,636984
2023-02-09 14:30:00+00:00,116.8799973,116.8799973,117.7900009,115.2099991,117.0400009,1227170
2023-02-09 15:30:00+00:00,115.2949982,115.2949982,117.3290024,115.0999985,116.8000031,405441
2023-02-09 16:30:00+00:00,116.3499985,116.3499985,116.6299973,114.7900009,115.1999969,250881
2023-02-09 17:30:00+00:00,115.7900009,115.7900009,116.3649979,114.8499985,116.2779999,230762
2023-02-09 18:30:00+00:00,114.4250031,114.4250031,116,114.3001022,115.7099991,232292
2023-02-09 19:30:00+00:00,113.5149994,113.5149994,115.2294998,113.3799973,114.4204025,410992
2023-02-09 20:30:00+00:00,113.4100037,113.4100037,114.1600037,113.1200027,113.4950027,465672
2023-02-10 14:30:00+00:00,110.5800018,110.5800018,112.6200027,109.2099991,111.9000015,738396
2023-02-10 15:30:00+00:00,109.3349991,109.3349991,111.1100006,108.6299973,110.6699982,482246
2023-02-10 16:30:00+00:00,107.8099976,107.8099976,109.3637009,107.6999969,109.3249969,449310
2023-02-10 17:30:00+00:00,108.8022003,108.8022003,109.1587982,107.5999985,107.8399963,348768
2023-02-10 18:30:00+00:00,108.4649963,108.4649963,108.8399963,108.2901001,108.8000031,248565
2023-02-10 19:30:00+00:00,108.4150009,108.4150009,109.0500031,107.9550018,108.4300003,371160
2023-02-10 20:30:00+00:00,108.9700012,108.9700012,109.0999985,108.3399963,108.4150009,560865
2023-02-13 14:30:00+00:00,110.3825989,110.3825989,110.6600037,108.6449966,110.2300034,569410
2023-02-13 15:30:00+00:00,111.4349976,111.4349976,111.6299973,110.3700027,110.4785004,320444
2023-02-13 16:30:00+00:00,112.0999985,112.0999985,112.4449997,111.2600021,111.4679031,299777
2023-02-13 17:30:00+00:00,112.9700012,112.9700012,113.0863037,112.040802,112.1399994,278414
2023-02-13 18:30:00+00:00,112.2785034,112.2785034,113.2899017,112.2600021,113,236159
2023-02-13 19:30:00+00:00,112.1449966,112.1449966,112.3649979,111.8199997,112.3000031,289439
2023-02-13 20:30:00+00:00,112.1399994,112.1399994,112.2900009,111.5999985,112.1500015,405645
2023-02-14 14:30:00+00:00,116.1100006,116.1100006,116.6598969,110.4100037,111.4300003,1088376
2023-02-14 15:30:00+00:00,114.9000015,114.9000015,116.2200012,113.4100037,116.1399994,660041
2023-02-14 16:30:00+00:00,114.9499969,114.9499969,115.2200012,113.5,114.8799973,469504
2023-02-14 17:30:00+00:00,115.5599976,115.5599976,116.0400009,114.5800018,114.9400024,380181
2023-02-14 18:30:00+00:00,114.9291992,114.9291992,115.9999008,114.0800018,115.6699982,298613
2023-02-14 19:30:00+00:00,115.7509995,115.7509995,116.0500031,114.8199997,114.9300003,348793
2023-02-14 20:30:00+00:00,116.2799988,116.2799988,116.5899963,115.6500015,115.7549973,474536
2023-02-15 14:30:00+00:00,117.0199966,117.0199966,118.2160034,115.2500992,116.7099991,801229
2023-02-15 15:30:00+00:00,117.6900024,117.6900024,118.7799988,116.9349976,117.0699997,684241
2023-02-15 16:30:00+00:00,118.1600037,118.1600037,118.5199966,117.1399994,117.6900024,306498
2023-02-15 17:30:00+00:00,119.3499985,119.3499985,119.3499985,117.8475037,118.1600037,361193
2023-02-15 18:30:00+00:00,119.9300003,119.9300003,120.0599976,119.1399994,119.3399963,466626
2023-02-15 19:30:00+00:00,120,120,120.3000031,119.1999969,119.9240036,609525
2023-02-15 20:30:00+00:00,120.5199966,120.5199966,120.5599976,119.7399979,120,705864
2023-02-16 14:30:00+00:00,117.7799988,117.7799988,118.7300034,116.2799988,117.8600006,1115880
2023-02-16 15:30:00+00:00,117.7350006,117.7350006,118.5400009,117.4499969,117.7750015,550535
2023-02-16 16:30:00+00:00,117.0400009,117.0400009,117.9700012,116.2799988,117.7699966,390843
2023-02-16 17:30:00+00:00,116.9800034,116.9800034,117.7200012,116.6100006,117.0400009,384002
2023-02-16 18:30:00+00:00,117.3700027,117.3700027,117.6500015,116.5500031,117.0100021,336916
2023-02-16 19:30:00+00:00,115.5800018,115.5800018,117.6800003,115.5800018,117.3850021,455347
2023-02-16 20:30:00+00:00,115.0899963,115.0899963,115.8998032,115.0599976,115.5599976,636077
2023-02-17 14:30:00+00:00,112.1750031,112.1750031,113.9300003,110.4599991,113.9300003,995862
2023-02-17 15:30:00+00:00,112.5199966,112.5199966,113,112,112.1650009,441786
2023-02-17 16:30:00+00:00,112.7799988,112.7799988,113.4000015,112,112.5650024,315801
2023-02-17 17:30:00+00:00,112.0500031,112.0500031,113.5199966,112.0100021,112.7600021,355470
2023-02-17 18:30:00+00:00,113.2300034,113.2300034,113.3000031,112,112.0449982,280035
2023-02-17 19:30:00+00:00,113.3899994,113.3899994,114.1990967,113.2200012,113.2300034,633919
2023-02-17 20:30:00+00:00,114.2600021,114.2600021,114.2900009,113.3199997,113.3199997,429269
2023-02-21 14:30:00+00:00,111.8099976,111.8099976,114.7492981,111.7001038,112.0199966,899782
2023-02-21 15:30:00+00:00,111.9240036,111.9240036,113.3099976,111.7699966,111.9250031,402985
2023-02-21 16:30:00+00:00,112.5699997,112.5699997,112.7600021,111.5100021,111.9150009,279318
2023-02-21 17:30:00+00:00,113.2699966,113.2699966,113.3000031,112.4000015,112.5500031,298971
2023-02-21 18:30:00+00:00,113.7900009,113.7900009,113.9100037,112.8850021,113.2699966,277087
2023-02-21 19:30:00+00:00,113.0699997,113.0699997,114.0400009,113,113.800499,402897
2023-02-21 20:30:00+00:00,112.4000015,112.4000015,113.5400009,112.2600021,113.0899963,624881
2023-02-22 14:30:00+00:00,114.3399963,114.3399963,115.2799988,113.1200027,114.4199982,1332932
2023-02-22 15:30:00+00:00,115.6750031,115.6750031,116.0100021,113.9199982,114.3399963,580635
2023-02-22 16:30:00+00:00,116.3899994,116.3899994,116.4300003,115.1800003,115.6900024,550486
2023-02-22 17:30:00+00:00,117.8799973,117.8799973,117.9250031,116.0199966,116.3700027,731627
2023-02-22 18:30:00+00:00,117.2600021,117.2600021,118.3099976,116.5800018,117.8899002,678452
2023-02-22 19:30:00+00:00,117.0199966,117.0199966,117.4508972,116.4001007,117.2099991,477622
2023-02-22 20:30:00+00:00,117.6500015,117.6500015,117.7399979,116.7900009,117,672516
2023-02-23 14:30:00+00:00,117.4400024,117.4400024,120.5500031,117.0800018,119.6900024,1522551
2023-02-23 15:30:00+00:00,115.7300034,115.7300034,117.9700012,115.5,117.4100037,611806
2023-02-23 16:30:00+00:00,115.9899979,115.9899979,116.0800018,114.8389969,115.7200012,509834
2023-02-23 17:30:00+00:00,115.4499969,115.4499969,116.5100021,115.1200027,115.9599991,596718
2023-02-23 18:30:00+00:00,117.8050003,117.8050003,117.9700012,115.3499985,115.4449997,551983
2023-02-23 19:30:00+00:00,117.8700027,117.8700027,118.3799973,117.3099976,117.8199997,487704
2023-02-23 20:30:00+00:00,117.4400024,117.4400024,118.0699997,117.2699966,117.8850021,513234
2023-02-24 14:30:00+00:00,117.6699982,117.6699982,118.8000031,115.3000031,115.7799988,1707498
2023-02-24 15:30:00+00:00,118.4400024,118.4400024,118.5399017,116.9400024,117.6399994,668300
2023-02-24 16:30:00+00:00,117.6949997,117.6949997,118.7200012,117.5100021,118.4800034,426072
2023-02-24 17:30:00+00:00,117.0500031,117.0500031,117.9000015,116.6800003,117.6600037,360312
2023-02-24 18:30:00+00:00,117.1399994,117.1399994,117.2600021,116.8799973,117,312473
2023-02-24 19:30:00+00:00,117.5500031,117.5500031,118.1100006,116.9800034,117.1650009,434825
2023-02-24 20:30:00+00:00,117.2799988,117.2799988,117.6350021,116.9499969,117.5699997,637697
2023-02-27 14:30:00+00:00,122.3499985,122.3499985,123.240303,118.3000031,118.6350021,1980850
2023-02-27 15:30:00+00:00,122.1500015,122.1500015,122.5382004,121.1900024,122.3000031,746465
2023-02-27 16:30:00+00:00,121.9349976,121.9349976,122.5999985,121.5521011,122.1380005,395098
2023-02-27 17:30:00+00:00,121.625,121.625,122.0999985,121.5100021,121.9400024,373908
2023-02-27 18:30:00+00:00,121.5899963,121.5899963,122.0598984,121.0899963,121.6200027,467427
2023-02-27 19:30:00+00:00,121.3700027,121.3700027,121.7399979,120.5899963,121.6100006,472708
2023-02-27 20:30:00+00:00,120.6200027,120.6200027,121.4100037,120.5999985,121.3999023,689967
2023-02-28 14:30:00+00:00,122.1600037,122.1600037,122.6800003,120.1999969,120.1999969,870809
2023-02-28 15:30:00+00:00,122.3700027,122.3700027,122.4000015,121.4100037,122.1900024,426131
2023-02-28 16:30:00+00:00,121.0999985,121.0999985,122.3199997,120.5708008,122.3199997,318475
2023-02-28 17:30:00+00:00,121.3349991,121.3349991,121.5849991,120.8499985,121.1299973,221762
2023-02-28 18:30:00+00:00,121.3099976,121.3099976,121.6320038,120.9300003,121.3300018,256107
2023-02-28 19:30:00+00:00,120.5199966,120.5199966,121.3700027,120.4800034,121.2799988,267827
2023-02-28 20:30:00+00:00,120.6900024,120.6900024,120.9100037,120.0899963,120.4899979,433855
2023-03-01 14:30:00+00:00,119.7099991,119.7099991,121.0500031,118.7919998,119.8700027,693288
2023-03-01 15:30:00+00:00,118.9850006,118.9850006,120.3798981,118.6095963,119.5899963,355860
2023-03-01 16:30:00+00:00,120.009903,120.009903,120.1149979,118.8199997,118.9599991,285906
2023-03-01 17:30:00+00:00,119.5599976,119.5599976,120.1699982,119.3099976,120,179542
2023-03-01 18:30:00+00:00,119.8450012,119.8450012,120.1500015,119.3899994,119.5650024,236395
2023-03-01 19:30:00+00:00,120.3249969,120.3249969,120.5500031,119.6800003,119.8099976,342658
2023-03-01 20:30:00+00:00,120.1999969,120.1999969,120.8000031,120.1699982,120.2900009,449452
2023-03-02 14:30:00+00:00,119.9358978,119.9358978,121.25,119,119,679832
2023-03-02 15:30:00+00:00,119.3949966,119.3949966,120.4098969,119.3300018,120.0199966,373341
2023-03-02 16:30:00+00:00,119.8499985,119.8499985,119.9599991,118.7099991,119.3899994,321851
2023-03-02 17:30:00+00:00,120.7600021,120.7600021,120.7758026,119.8563004,119.9199982,371874
2023-03-02 18:30:00+00:00,123.0100021,123.0100021,123.0800018,120.6800003,120.7099991,662737
2023-03-02 19:30:00+00:00,123.3499985,123.3499985,123.9300003,122.8700027,123.0599976,602088
2023-03-02 20:30:00+00:00,123.6200027,123.6200027,123.9000015,123.2799988,123.3799973,557691
2023-03-03 14:30:00+00:00,124.4621964,124.4621964,126.2649994,121.6999969,123.3000031,1196329
2023-03-03 15:30:00+00:00,124.9300003,124.9300003,125.0800018,124.0999985,124.4850006,508010
2023-03-03 16:30:00+00:00,126.1200027,126.1200027,126.3899994,124.5699997,124.9899979,460803
2023-03-03 17:30:00+00:00,125.8300018,125.8300018,126.5400009,125.6200027,126.1100006,406296
2023-03-03 18:30:00+00:00,126.4700012,126.4700012,127.1200027,125.7825012,125.8600006,528077
2023-03-03 19:30:00+00:00,125.8133011,125.8133011,126.4599991,125.3499985,126.4599991,566059
2023-03-03 20:30:00+00:00,126.0500031,126.0500031,126.4300003,125.8099976,125.8199997,756291
2023-03-06 14:30:00+00:00,128.8699951,128.8699951,130.1900024,127.3150024,130,2790710
2023-03-06 15:30:00+00:00,128.9521942,128.9521942,129.7599945,128.2599945,128.821701,809270
2023-03-06 16:30:00+00:00,129.0350037,129.0350037,129.9400024,128.3600006,128.9750061,710767
2023-03-06 17:30:00+00:00,128.2200012,128.2200012,129.1300049,127.3799973,129.0599976,597580
2023-03-06 18:30:00+00:00,127.6800003,127.6800003,128.2120056,127.5100021,128.1652985,581743
2023-03-06 19:30:00+00:00,127.7300034,127.7300034,128.6925964,127.6800003,127.7050018,862341
2023-03-06 20:30:00+00:00,127.5500031,127.5500031,128.2299957,127.4400024,127.7149963,752657
2023-03-07 14:30:00+00:00,126.0500031,126.0500031,128.6000061,125.6900024,127,1577029
2023-03-07 15:30:00+00:00,125.5500031,125.5500031,127.4499969,125.3600006,126.0514984,806064
2023-03-07 16:30:00+00:00,126.5,126.5,126.6200027,125.0400009,125.5,664671
2023-03-07 17:30:00+00:00,126.0999985,126.0999985,127.1580963,125.8399963,126.5,624576
2023-03-07 18:30:00+00:00,124.6949997,124.6949997,126.3399963,124.5100021,126.1050034,732511
2023-03-07 19:30:00+00:00,124.9800034,124.9800034,125.6500015,124.5699997,124.6949997,821951
2023-03-07 20:30:00+00:00,124.9100037,124.9100037,125.629097,124.5800018,124.9800034,1380825
2023-03-08 14:30:00+00:00,126.7600021,126.7600021,134.9600067,125,132.8800049,10673652
2023-03-08 15:30:00+00:00,127.9850006,127.9850006,128.4299927,125.6399994,126.7799988,4271878
2023-03-08 16:30:00+00:00,128.846405,128.846405,129.7299957,127.9000015,127.9550018,2748118
2023-03-08 17:30:00+00:00,128.1699982,128.1699982,129.7400055,127.3000031,128.8500061,1889858
2023-03-08 18:30:00+00:00,128.1499939,128.1499939,128.7698975,127.4499969,128.1660004,1134544
2023-03-08 19:30:00+00:00,127.3600006,127.3600006,128.3074951,126.8700027,128.1199951,1351961
2023-03-08 20:30:00+00:00,129.0099945,129.0099945,129.6199951,127.3199997,127.3199997,2292592
2023-03-09 14:30:00+00:00,129.25,129.25,130.0899963,126.3314972,128.1100006,1739504
2023-03-09 15:30:00+00:00,125.6149979,125.6149979,129.5449982,125.5800018,129.2550049,1220920
2023-03-09 16:30:00+00:00,126.9800034,126.9800034,127.25,125.3968964,125.6399994,829126
2023-03-09 17:30:00+00:00,125.4817963,125.4817963,127.6600037,125.2799988,126.9568024,1144300
2023-03-09 18:30:00+00:00,123.8399963,123.8399963,125.6334,123.0800018,125.4499969,903555
2023-03-09 19:30:00+00:00,122.4000015,122.4000015,124.0927963,122.1200027,123.8199997,900543
2023-03-09 20:30:00+00:00,121.6849976,121.6849976,122.9199982,121.5199966,122.4100037,998587
2023-03-10 14:30:00+00:00,121.0175018,121.0175018,122.4199982,118.8300018,119.8799973,1974257
2023-03-10 15:30:00+00:00,123.9599991,123.9599991,124.1500015,120.5100021,121,871854
2023-03-10 16:30:00+00:00,120.7350006,120.7350006,124.5100021,120.3199997,123.9700012,931322
2023-03-10 17:30:00+00:00,119.3600006,119.3600006,121.5400009,119.2932968,120.8000031,860986
2023-03-10 18:30:00+00:00,118.2399979,118.2399979,119.7850037,118.1501999,119.3799973,1147345
2023-03-10 19:30:00+00:00,120.0899963,120.0899963,120.3600006,118.1800003,118.2600021,900866
2023-03-10 20:30:00+00:00,119.7099991,119.7099991,120.0800018,119.3499985,120.0699997,1153884
2023-03-13 13:30:00+00:00,120.1140976,120.1140976,122.75,118.2300034,119.1100006,1893224
2023-03-13 14:30:00+00:00,123.1100006,123.1100006,123.5999985,120.1999969,120.1999969,992038
2023-03-13 15:30:00+00:00,121.4700012,121.4700012,123.3899994,121.0599976,123.1399994,737394
2023-03-13 16:30:00+00:00,121.4300003,121.4300003,122.8899994,120.8911972,121.4800034,498143
2023-03-13 17:30:00+00:00,122.4100037,122.4100037,122.7699966,120.8799973,121.4850006,425845
2023-03-13 18:30:00+00:00,121.9367981,121.9367981,123.25,121.6699982,122.4449997,633789
2023-03-13 19:30:00+00:00,121.4599991,121.4599991,122.5899963,121.1200027,121.9000015,829738
2023-03-14 13:30:00+00:00,123.8199997,123.8199997,124.6900024,122.8700027,124.2099991,1240750
2023-03-14 14:30:00+00:00,125.4300003,125.4300003,125.6900024,123.7699966,123.8600006,664404
2023-03-14 15:30:00+00:00,126.1600037,126.1600037,126.3300018,125.2250977,125.4899979,570653
2023-03-14 16:30:00+00:00,126.3349991,126.3349991,127.5,125.6699982,126.1699982,1017590
2023-03-14 17:30:00+00:00,127.0999985,127.0999985,127.1299973,126.0500031,126.3199997,615569
2023-03-14 18:30:00+00:00,127.2600021,127.2600021,128.1000061,126.8300018,127.0350037,1018101
2023-03-14 19:30:00+00:00,128.0500031,128.0500031,128.1600037,127.0950012,127.2699966,972991
2023-03-15 13:30:00+00:00,128.4299927,128.4299927,130.1900024,126.5500031,126.5599976,1793112
2023-03-15 14:30:00+00:00,127.8099976,127.8099976,129.2899933,127.5999985,128.3800049,926462
2023-03-15 15:30:00+00:00,127.8399963,127.8399963,128.6399994,127.0899963,127.8000031,606242
2023-03-15 16:30:00+00:00,128.2637939,128.2637939,128.4799957,126.5299988,127.8199997,467859
2023-03-15 17:30:00+00:00,128.0899963,128.0899963,128.5200043,126.8600006,128.2599945,497648
2023-03-15 18:30:00+00:00,128.9750061,128.9750061,129.0399933,127.9599991,128.1399994,524908
2023-03-15 19:30:00+00:00,129.3600006,129.3600006,129.4100037,128.5500031,128.9700012,948561
2023-03-16 13:30:00+00:00,130.4700012,130.4700012,131.9649963,129.5500031,130.3000031,1323898
2023-03-16 14:30:00+00:00,133.9600067,133.9600067,134.0549927,130.3500061,130.4900055,1172543
2023-03-16 15:30:00+00:00,132.4649963,132.4649963,134.0888977,132.1999969,133.9900055,729657
2023-03-16 16:30:00+00:00,132.2899933,132.2899933,132.9100037,131.8200073,132.4600067,821418
2023-03-16 17:30:00+00:00,133.0249939,133.0249939,133.1799927,132.0500031,132.3300018,709227
2023-03-16 18:30:00+00:00,133.2709961,133.2709961,133.4499969,132.6100006,133.0500031,627935
2023-03-16 19:30:00+00:00,133.5700073,133.5700073,133.6399994,132.8399963,133.25,1045428
2023-03-17 13:30:00+00:00,133.9400024,133.9400024,136.4700012,133.3500061,133.75,1605437
